Accession No.,Book Title,Author,Price (INR),Price ($),Price (Pound),Publisher,Issue / Lost / Available,Book No. / Barcode,Book Shelf No.,No. of Copies,S. No.
1571,Fox Pro 2.6,Griver,780,,,BPB,,878155,DCSE/74/2,1,27
1597,Mastering 6 for Windows,Mansfield ,350,,,Galgotia,,878173,DCSE/74/2,2,1
1594,Power Builder 4,Mc Clanahan,350,,,Galgotia,,855874,DCSE/74/2,2,2
1600,Unix Networks Programming,Richard Stevens,175,,,PHI,,878176,DCSE/74/2,2,3
1599,Teach us Excel 5.0 for Windows,BPB PC Labs,150,,,BPB,,878175,DCSE/74/2,2,4
1601,Wordstar 7.0,Subha Mehta,126,,,Galgotia,,880066,DCSE/74/2,2,5
1602,Illustrated C,Zohman L.,99,,,BPB,,880962,DCSE/74/2,2,6
1598,Teach us DOS 6 & 6.2,BPB PC Labs,150,,,BPB,,878174,DCSE/74/2,2,7
1595,Your Fox Pro for Windows Consultant,Mathews,230,,,BPB,,855875,DCSE/74/2,2,8
1596,Fox Pro 2.5 for Windows Prog. Guide,Antonovich M.,230,,,Galgotia,,855876,DCSE/74/2,2,9
1593,C Complete Manual,Herold. Unger,150,,,BPB,,855873,DCSE/74/2,2,10
1691,Illustrated Comp. Dic. For Dummies,Gookin,,,,Pustak Mahal,,885531,DCSE/74/2,2,11
1614,dBase 5 for Win Prog. For Dummies,Coombs & Coombs,135,,,Pustak Mahal,,880996,DCSE/74/2,2,12
1613,Word for Windows 6 for Dummies,Goodkin,135,,,Pustak Mahal,,88095,DCSE/74/2,2,13
1615,Unix for Dummies ,Levine Young,110,,,Pustak Mahal,,880997,DCSE/74/2,2,14
1606,C for Dummies,Good Kin D.,150,,,Pustak Mahal,,880988,DCSE/74/2,2,15
1604,OS/2 for Dummies,Rathbone,175,,,Comdex,,880986,DCSE/74/2,2,16
1611,Windows 95 for Dummies,Comdex,150,,,Pustak Mahal,,880993,DCSE/74/2,2,17
1612,Windows for Dummies,Rathborne,110,,,Comdex,,880994,DCSE/74/2,2,18
1608,Fox Pro 2.6 for Windows,Kaufeld J.,135,,,Comdex,,880993,DCSE/74/2,2,19
1605,Windows 95 Handbook,Good Kin D.,195,,,Comdex,,880987,DCSE/74/2,2,20
1609,Advanced Unix for Dummies,Levine Young,150,,,Comdex,,880991,DCSE/74/2,2,21
1610,Windows 95 Prog. for Dummies,Comdex,150,,,Comdex,,880992,DCSE/74/2,2,22
1603,ZEN of Graphics Programming,Abrash M.,325,,,Comdex,,880985,DCSE/74/2,2,23
1607,Windows 95 Uncut,Simpson A.,450,,,Comdex,,880989,DCSE/74/2,2,24
1617,Corel Draw 5 for Dummies,Werner R.,32,,,Comdex,,881000,DCSE/74/2,2,25
1616,Unix for Dummies (Quick Reference),Young & Levine,32,,,Pustak Mahal,,880998,DCSE/74/2,2,26
1244,MS DOS/PC DOS 5 Quick Ref. Man.,B.P.B,36,,,BPB,,812229,DCSE/74/2,2,27
1619,Wordstar 7.0,Mehta,150,,,West,,880999,DCSE/74/2,2,28
1640,Unix Power Tools,Jerry Peek,395,,,BPB,,883801,DCSE/74/2,3,1
1639,Local Area Network,Basendra S.K.,185,,,G/P,,883800,DCSE/74/2,3,2
1631,Understanding Power Building 4.0,Mathur R.,250,,,G/P,,881673,DCSE/74/2,3,4
1637,Unix Shell Programming,Arthur Burns.,180,,,G/P,,883798,DCSE/74/2,3,5
1633,Understanding Power Building 4.0,Mathur R.,250,,,G/P,,881675,DCSE/74/2,3,6
1632,Understanding Power Building 4.0,Mathur R.,250,,,G/P,,881674,DCSE/74/2,3,7
1634,App. Dev. With Power Builder 4.0,Sedani R.K.,250,,,G/P,,889676,DCSE/74/2,3,8
1636,Object Oriented Software Engg.,Mehta S.,230,,,G/P,,883797,DCSE/74/2,3,9
1638,Practical Data Structure,Flamming P.,180,,,G/P,,883799,DCSE/74/2,3,10
1627,C & Unix Programming,Kutti Narayan Swamy,135,,,TMH,,880960,DCSE/74/2,3,11
1621,Power Builder 4.0 Developer's Guide,Casciato C.,294,,,BPB,,880954,DCSE/74/2,3,12
1620,Learning C++,Nagler,180,,,BPB,,881002,DCSE/74/2,3,13
1630,Teach Yourself dBase for Windows,Siegal C.,99,,,BPB,,881672,DCSE/74/2,3,15
1628,Programming in C,Ravichandran,115,,,Wiely,,880961,DCSE/74/2,3,16
1641,C/C++ Programming Guide,Chris N. Pappas,240,,,BPB,,883802,DCSE/74/2,3,17
1644,PC Upgrade & Maintenance Guide,Minasi Mark,395,,,BPB,,883805,DCSE/74/2,3,18
1642,Understanding dBase 5 for Windows,Simpson Rinehart,640,,,Tech,,883803,DCSE/74/2,3,19
1626,Teach yourself C++,Stevens A.L.,150,,,BPB,,880959,DCSE/74/2,3,20
1625,Power Builder Concepts & Application,Bayross I.,180,,,BPB,,880958,DCSE/74/2,3,21
1648,Advanced Fractal Programming,Stevens,225,,,BPB,,884094,DCSE/74/2,3,22
1624,Power Builder (Commercial App. in),Bayross I.,195,,,BPB,,880957,DCSE/74/2,3,23
1623,Windows 95,Mathews & Mathews,54,,,BPB,,880956,DCSE/74/2,3,24
1622,Undocumented DOS through C,Kantekar ,195,,,BPB,,880955,DCSE/74/2,3,25
1618,Windows for Dummies,Harvey,32,,,Comdex,,881001,DCSE/74/2,3,26
1649,Success will C++,Jamsa,240,,,Galgotia,,884095,DCSE/74/2,3,27
1643,C++ Neural Network & Fuzzy Logic,Rao V.B. & Rao H.V.,225,,,BPB,,883804,DCSE/74/2,3,28
1650,DOS 6.2,Socha,205,,,Galgotia,,884096,DCSE/74/2,3,28
1645,Relational Database ,Page A.J.,75,,,Galgotia,,884092,DCSE/74/2,3,29
1647,Child Windows,Braden,99,,,BPB,,884093,DCSE/74/2,3,30
1657,Inside the PC,Norton P.,,,,PHI,,857862,DCSE/74/2,4,1
1658,Programming Languages,Pratt & Zelkourity,195,,,PHI,,858135,DCSE/74/2,4,2
1652,Computer Viruses: A Date with,Chandra N.,145,,,Pustak Mahal,,884377,DCSE/74/2,4,3
1651,PC Game Programming Explorer,Roberts D.,295,,,Pustak Mahal,,884372,DCSE/74/2,4,4
1653,Windows Prog. Using Winscape,Swan Tom,295,,,Pustak Mahal,,884374,DCSE/74/2,4,5
1655,Visual C++ Multimedia,Aitken,450,,,Comdex,,884376,DCSE/74/2,4,6
1654,OLE 2.0 Programming,Holzener,325,,,Pustak Mahal,,884375,DCSE/74/2,4,7
1676,Window 95 Secrets,Livingstone,,,,Comdex,,885190,DCSE/74/2,4,8
1678,Windows 95 System Secrets,Pietrek M.,395,,,Comdex,,885792,DCSE/74/2,4,9
1666,Developing Client/Server Applications,Hisply,1790,,,SAMS,,858129,DCSE/74/2,4,10
1661,JAVA Now,Jamsa K.,200,,,Galgotia,,858138,DCSE/74/2,4,11
1677,Zen of Window 95,Grinzo L.,,,,Comdex,LOST,858130,DCSE/74/2,4,12
1669,Windows 95 Resource Kit,Microsoft,1340,,,Microsoft,,858132,DCSE/74/2,4,13
1665,Oracle Book ,Libschutz,180,,,BPB,,858134,DCSE/74/2,4,14
1659,Designing object oriented software,Brock W R,,,,PHI,,858136,DCSE/74/2,4,15
1656,Dev. Power Builder 4 Applications,Hatfield B.,295,,,PHI,,857861,DCSE/74/2,4,16
1673,Optimizing Windows,Wyatt,195,,,Comdex,,893393,DCSE/74/2,4,17
1663,Borland C++ Developer's Guide,Peterson ,,,,BPB,LOST,874707,DCSE/74/2,4,18
1671,1001 Windows 95 Tips,Perry Grey,250,,,Galgotia,,893353,DCSE/74/2,4,19
1672,Expert Systems,Jean-Louis Erwine,75,,,P.Hall,,893394,DCSE/74/2,4,20
1703,C++ Primer Plus,Patra,250,,,G/P,,894086,DCSE/74/2,4,21
1706,Software Engineering Concepts,Fairly ,252,,,Mc Graw,,891195,DCSE/74/2,4,22
1704,Artificial Intelligence (REPLACE),Rich.E,,,,TMH,,894086,DCSE/74/2,4,23
1708,Computer Objectives,Bansal,,,,Gk,,891205,DCSE/74/2,4,24
1690,World for Win 95 Bible,Heslop Angell,450,,,Comdex,,885530,DCSE/74/2,5,1
1705,Computer Graphics,Hearn & Baker,395,,,PHI,,891157,DCSE/74/2,5,2
1698,A Comprehensive Guide to C++,Aklecha V.,99,,,BPB,,893865,DCSE/74/2,5,3
1696,JAVA Script,Kooros P.,135,,,Galgotia,,893863,DCSE/74/2,5,4
1695,"Num. Methods for Math.,Sc. & Engg.",Mathews J.H.,150,,,PHI,,893862,DCSE/74/2,5,5
1682,HTML for Dummies,Tittel,225,,,Comdex,,885533,DCSE/74/2,5,6
1685,Oracle 7: Desk Reference,leon,150,,,Comdex,LOST,885537,DCSE/74/2,5,7
1683,A Comprehensive Guide to C++,Allecha,99,,,BPB,,885534,DCSE/74/2,5,8
1681,Found. Of www Prog. With HTML CGI,Tittel,450,,,Comdex,,885535,DCSE/74/2,5,9
1689,MS Office for Win 95 Bible,Jones Sutton,450,,,Comdex,,885529,DCSE/74/2,5,10
1684,Oracle 7: The App. Dev. Handbook,leon,175,,,Comdex,LOST,885536,DCSE/74/2,5,11
1688,Free Stuff for Windows 95,Vicente P.,299,,,Comdex,,885528,DCSE/74/2,5,12
1701,Data Communications,Gupta P.C.,225,,,PHI,,894084,DCSE/74/2,5,12
1700,Software Engineering Concepts,Fairly R.,252,,,Mc Graw,,890837,DCSE/74/2,5,14
1699,Artificial Intelligence ,Rich & Knight,199,,,Mc Graw,,890838,DCSE/74/2,5,15
1694,Let us C,Kantekar Y.,120,,,BPB,,893867,DCSE/74/2,5,16
1702,Computer Architecture,Flynn,240,,,NPH,,894085,DCSE/74/2,5,18
1693,Exploring C (REPLACE),Kanetkar ,,,,BPB,,893866,DCSE/74/2,5,19
1692,Dictionary of Multimedia,Collin S.M.H.,85,,,UBSPD,,893861,DCSE/74/2,5,20
2133,Graph Theory,Deo Narsingh,150,,,PHI,,932992,DCSE/74/3,1,1
2136,Information Technology,Jain V.K.,350,,,BPB,,932994,DCSE/74/3,1,2
2132,Graph Theory,Deo Narsingh,150,,,PHI,ISSUED (MG),932993,DCSE/74/3,1,3
2139,Fundamentals Of Database Systems,Elmasri Navathe,350,,,BPB,,932996,DCSE/74/3,1,4
2138,Fundamentals Of Database Systems ,Elmasri Navathe,,,,BPB,,2138,DCSE/74/3,1,5
2137,Fundamentals Of Database Systems (REPLACE),Elmasri Navathe,350,,,BPB,,2137,DCSE/74/3,1,6
2149,Intro. Prob. & Statistical Applications,Meyer,195,,,Oxford,,933006,DCSE/74/3,1,7
2148,Intro. Prob. & Statistical Applications,Meyer,95,,,Oxford,,933008,DCSE/74/3,1,8
2147,Intro. Prob. & Statistical Applications,Meyer,95,,,Oxford,,933007,DCSE/74/3,1,9
2144,An Integrated App. To Software Engg.,Pankaj Jalote,95,,,Narosa,,933001,DCSE/74/3,1,10
2143,An Integrated App. To Software Engg.,Pankaj Jalote,275,,,Narosa,ISSUED (DRN),933002,DCSE/74/3,1,11
2142,An Integrated App. To Software Engg.,Pankaj Jalote,275,,,Narosa,,933003,DCSE/74/3,1,12
2152,Object Oriented Programming in C++,Barakakati,250,,,PHI,,933009,DCSE/74/3,1,13
2151,Object Oriented Programming in C++,Barakakati,195,,,PHI,,933011,DCSE/74/3,1,14
2153,Computer Networks,Tanenbaum,250,,,PHI,,933014,DCSE/74/3,1,15
2154,Computer Networks,Tanenbaum,240,,,PHI,,933012,DCSE/74/3,1,16
2155,Computer Network,Tanenbaum,,,,PHI,LOST,2155,DCSE/74/3,1,17
2158,Oracle Developer 2000,Bayross Ivan,225,,,BPB,,933017,DCSE/74/3,1,18
2157,Oracle Developer 2000,Bayross Ivan,240,,,BPB,,933015,DCSE/74/3,1,19
2159,Discrete Mathmatical Structure,Kolman Busby,225,,,PHI,,933018,DCSE/74/3,1,20
2160,Discrete Mathmatical Structure,Kolman Busby,295,,,PHI,,933019,DCSE/74/3,1,21
2167,µp Arch. Prog. & App. With 8086,Gaonkar R.S.,275,,,Pentium International,,933026,DCSE/74/3,1,22
2156,Oracle Developer 2000,Bayross Ivan,240,,,BPB,,933016,DCSE/74/3,1,23
2188,Fundamentals Of Database Systems,Navathe,295,,,Pearson Education Asia,,958867,DCSE/74/3,1,24
2168,Microprocessor & Interfacing,Hall,275,,,TMH,,933027,DCSE/74/3,1,25
2150,Object Oriented Programming in C++,Barakakati,195,,,PHI,,933010,DCSE/74/3,1,26
2161,Distibuted Operating System,Sinha P.K.,180,,,PHI,,933020,DCSE/74/3,2,1
2162,Modern Digital Electronics,Jain R.P.,180,,,Mc Graw,,933022,DCSE/74/3,2,2
2163,Modern Digital Electronics,Jain R.P.,180,,,Mc Graw,,933021,DCSE/74/3,2,3
2164,Modern Digital Electronics,Jain R.P.,245,,,Mc Graw,,933023,DCSE/74/3,2,4
2173,Artificial Neural Network (REPLACE),Yegnanara.B,375,,,PHI,,933032,DCSE/74/3,2,5
2174, Neural Network,Haykin Simon,125,,,Pearson Education Asia,,933033,DCSE/74/3,2,6
2175,Fuzzy Neural Control,Nie J.,326.3,,,PHI,,933034,DCSE/74/3,2,7
2176,A Guide to Expert System,Waterman,225,,,Wesley A.,,933035,DCSE/74/3,2,8
2177,modern Operating System,Tanenbaum,225,,,PHI,,933036,DCSE/74/3,2,9
2178,Systems Prog. & Operating System,Dhamdhere,225,,,TMH,,933037,DCSE/74/3,2,10
2179,Operating Systems,Godbole,290,,,TMH,,933038,DCSE/74/3,2,11
2180,Operating Systems,Crowley Charls,375,,,TMH,,933039,DCSE/74/3,2,12
2181,Artificial Intelligence ,Nilson N.J.,295,,,Pearson Education Asia,,933040,DCSE/74/3,2,13
2182,modern Operating System,Tanenbaum,,,,Pearson Education Asia,,958862,DCSE/74/3,2,14
2183,Modern Operating Systems (REPLACE),Tanenbaum,295,,,Pearson Education Asia,,958861,DCSE/74/3,2,15
2184,Artificial Intelligence ,Charniak,420.8,,,Pearson Education Asia,,958864,DCSE/74/3,2,16
2186,Artificial Intelligence ,Patric,350,,,Pearson Education Asia,,958865,DCSE/74/3,2,17
2189,Operating Systems,Dietal,350,,,Pearson Education Asia,,958868,DCSE/74/3,2,18
2239,Data Comm. Comp. Net. & Open Sys.,Halsall F.,275,,,AWL,,958981,DCSE/74/3,2,19
2240,A Book on C,Kelley A.L. & Ira Phol,225,,,AWL,,958982,DCSE/74/3,2,20
2280,Digital Image Processing,Gonzalez,,,,PEArson Education Asia,LOST,932755,DCSE/74/3,2,21
2277,Distributed Systems,Coulouris et al.,450,,,Pearson Education Asia,,932750,DCSE/74/3,2,22
2278,Wireless Applications Protocol,Singhal,325,,,Pearson Education Asia,,932751,DCSE/74/3,2,23
2279,Logic & Comp. Design Fundamentals,Mano,325,,,Wesley A.,,932752,DCSE/74/3,2,24
2276,Linux Kernal Internals,Beck M.,395,,,Pearson Education Asia,,932749,DCSE/74/3,2,25
2191,Distributed Op. Systems ,Tanenbaum,325,,,Pearson Education Asia,,958870,DCSE/74/3,3,1
2192,TCP/IP Illustrated Vol. 1,Stevens,405,,,Pearson Education Asia,,958871,DCSE/74/3,3,2
2193,TCP/IP Illustrated Vol. 3,Stevens,395,,,Pearson Education Asia,,958872,DCSE/74/3,3,3
2194,Compilers,"Aho,Sethi & Ullman",350,,,Pearson Education Asia,,958873,DCSE/74/3,3,4
2195,Data Structure & Algorithms,Aho,375,,,Pearson Education Asia,,958874,DCSE/74/3,3,5
2196,Computer Network,Peterson,75,,,Harcourt Asia,,936233,DCSE/74/3,3,6
2197,Windows 2000 Instant Reference,Van Stean,180,,,BPB,,958876,DCSE/74/3,3,7
2199,Implementing Tally 5.4,Nadhani,450,,,BPB,,958878,DCSE/74/3,3,8
2200,Real Accounting Software,Nadhani,275,,,BPB,,958879,DCSE/74/3,3,9
2201,Advanced MSDOS,Duncan,291.5,,,BPB,,958880,DCSE/74/3,3,10
2202,System Software,L.L. Beck,,,,AW,,958881,DCSE/74/3,3,11
2203,Advanced Computer Architecture (REPLACE),Hwang.K,,,,Mc Graw,,958882,DCSE/74/3,3,12
2204,"Data Structures,Algo. & Application in C++",Sahni,125,,,Mc Graw,,958883,DCSE/74/3,3,13
2205,Fundamentals Of Computers,Raja Raman,125,,,PHI,,963675,DCSE/74/3,3,14
2206,Fundamentals Of Computers,Raja Raman,150,,,PHI,,963676,DCSE/74/3,3,15
2207,Graph Theory,Narsingh Deo,159,,,PHI,,963678,DCSE/74/3,3,16
2208,Graph Theory,Narsingh Deo,295,,,PHI,,963677,DCSE/74/3,3,17
2209,Operation Research,Taha,295,,,PHI,,963680,DCSE/74/3,3,18
2210,Operation Research,Taha,175,,,PHI,,963679,DCSE/74/3,3,19
2211,Parallel Computers,Raja Raman,395,,,PHI,,963681,DCSE/74/3,3,20
2212,MS TCP/IP for Windows 2000,Powell,425,,,PHI,,963682,DCSE/74/3,3,21
2213,Computer Graphics,Hearn Baker,150,,,PHI,,963683,DCSE/74/3,3,22
2214,eCommerce App. From Scratch,Thakur,275,,,PHI,,963684,DCSE/74/3,3,23
2215,Visual Basic 6 ,Sheriff P.,,,,PHI,ISSUED (B.N PANDEY),963685,DCSE/74/3,3,24
2216,Data Structures & Program design in C (REPLACE),Kruse.R,250,,,PHI,,963686,DCSE/74/3,3,25
2217,Unix Network Programming (REPLACE),Stevens,,,,PHI,,963687,DCSE/74/3,3,26
2218,Computer Network,Tanenbaum,170,,,PHI,,963688,DCSE/74/3,3,27
2219,Programming with JAVA Primer (REPLACE),Balaguruswamy,,,,TMH,ISSUED (SKN),963690,DCSE/74/3,3,28
2220,Programming with Java,Balaguruswamy,170,,,TMH,,963690,DCSE/74/3,3,29
2221,Programming with Java,Balaguruswamy,150,,,TMH,,963691,DCSE/74/3,3,30
2223,Numerical Methods,Balaguruswamy,165,,,TMH,,963692,DCSE/74/3,4,1
2224,Programming with Pascal,Venugopal,165,,,TMH,,963694,DCSE/74/3,4,2
2225,Programming with Pascal,Venugopal,295,,,TMH,,963695,DCSE/74/3,4,3
2226,Discrete Mathmatics & Application,Rosen,595,,,TMH,,963696,DCSE/74/3,4,4
2227,The Complete Reference Linux,Peterson,320,,,TMH,,963697,DCSE/74/3,4,5
2229,Local Area Networks,Basandra,279,,,Galgotia,,963699,DCSE/74/3,4,6
2230,Fundamentals of Data Struct. In C++,Horowitz,279,,,Galgotia,,963700,DCSE/74/3,4,7
2231,Computers Algorithms in C++,Horowitz,279,,,Galgotia,,963702,DCSE/74/3,4,8
2232,Computers Algorithms in C++,Horowitz,220,,,Galgotia,,963701,DCSE/74/3,4,9
2233,Computers Fundamentals,B.Ram,350,,,New Age,,963703,DCSE/74/3,4,10
2234,Encyclopedia of Networking & Telecommunications (REPLACE),Sheldon.T,,,,AWL,,956886,DCSE/74/3,4,11
2235,The Art of Computer Prog. Vol I,Knuth D.E.,450,,,AWL,,958977,DCSE/74/3,4,12
2236,The Art of Computer Prog. Vol II,Knuth D.E.,450,,,AWL,,958978,DCSE/74/3,4,13
2237,The Art of Computer Prog. Vol III,Knuth D.E.,295,,,AWL,,958979,DCSE/74/3,4,14
2238,Operating Systems,Deital H.M.,375,,,AWL,,958980,DCSE/74/3,4,15
2275,Introduction to Expert Systems,Jackson,395,,,Wesley A.,,932748,DCSE/74/3,4,16
2241,ATM Network,Hamdel R.,260,,,AWL,,958983,DCSE/74/3,4,17
2242,The Design & Ana. Of Comp. Algorithm,Aho/Hopcroft/Ullman,325,,,AWL,,958984,DCSE/74/3,4,18
2244,Modern VLSI Design System,Wolf W.,295,,,AWL,,958986,DCSE/74/3,4,19
2245,Concepts of Programming Language,Sebesta R.W.,245,,,AWL,,958987,DCSE/74/3,4,20
2247,E. Commerce the Cutting Edge of Busi.,Bajaj K.K.,175,,,TMH,,958989,DCSE/74/3,4,21
2248,Elements of Discrete Mathmatics,Liu C.L.,375,,,TMH,,958990,DCSE/74/3,4,22
2249,Advanced Compiler Design,Muchnick S.S.,375,,,HAP,ISSUED (MG),958991,DCSE/74/3,4,23
2250,Comp. Archtec. A Quantitative Appro.,Hennessy J.L.,240,,,HAP,,958992,DCSE/74/3,4,24
2243,Concurrent Programming in Java,Lea D.,360,,,AWL,,958985,DCSE/74/3,4,25
2251,Oracle Developer 2000,Bayross,295,,,BPB,,958993,DCSE/74/3,5,1
2252,Principles of Multimedia Database Sys.,Subramaniam,295,,,HIP,,958994,DCSE/74/3,5,2
2253,TCP/IP Addressing,Graham B.,150,,,HIP,,958995,DCSE/74/3,5,3
2254,Object Oriented Database Design,Harrington,195,,,HIP,,958996,DCSE/74/3,5,4
2255,Funda. Of the Theory of Computation,Greenlaw R.,250,,,HIP,,958997,DCSE/74/3,5,5
2256,The Business of E-Commerce,May P.,240,,,CUP,,958998,DCSE/74/3,5,6
2257,Learning HTML 4.0(CD),Robbins C.,195,,,BPB,,958999,DCSE/74/3,5,7
2258,Microprocessors,Rafiquzzman,225,,,PHI,,959000,DCSE/74/3,5,8
2259,Fundamentals of Algorithm,Brassard G. Bratley P.,295,,,PHI,,959001,DCSE/74/3,5,9
2261,Introduction to Algorithm,Corman T.,325,,,PHI,,959003,DCSE/74/3,5,10
2262,Introduction to Algorithm,Corman T.,1264.95,,,PHI,,959004,DCSE/74/3,5,11
2263,ISDN Broad  ISDN with Frame Re.,Stallings,367.55,,,PHI,,959005,DCSE/74/3,5,12
2264,Computer Architecture & Organisation,Hayes J.P.,350,,,MGH,ISSUED (STD),959008,DCSE/74/3,5,13
2266,Frontiers of Electronics Commerce,Kalakota,375,,,Pearson Education Asia,,932739,DCSE/74/3,5,14
2267,Neural Network ,Haykin,250,,,Pearson Education Asia,,932740,DCSE/74/3,5,15
2268,Ess. Guide to Wireless Commu. Appli.,Dorman,295,,,Pearson Education Asia,,932741,DCSE/74/3,5,16
2269,Electronic Commerce,Turban,385,,,Pearson Education Asia,,932742,DCSE/74/3,5,17
2270,Open GL Programming Guide,Woo,325,,,Wesley A.,,932741,DCSE/74/3,5,18
2271,Digital Image Processing using Java,Efford Nick,295,,,Pearson Education Asia,,932744,DCSE/74/3,5,19
2272,Intro. To Automata Theo. Lang. & Comp.,Hopcraft,350,,,Pearson Education Asia,,932745,DCSE/74/3,5,20
2273,"Web 101, Making the Network for you",Lehnert,260,,,Pearson Education Asia,,932746,DCSE/74/3,5,21
2274,Genetic Algorithm,Goldberg,305,,,Wesley A.,ISSUED (NUPUR GOEL),932747,DCSE/74/3,5,22
1763,Simulation Modeling Analysis,Law A.M. & Ketton,503,,,Mc Graw,,877434,DCSE/6/1,3,9
2172,Simulation Modeling & Analysis,Law Kelton,,,,Mc Graw,,9333031,DCSE/6/1,1,18
2619,Object Oriented Modelling & Design,"James, Micheal, william",425,,,Prentice hall of india,,864401,DCSE/6/1,1,11
2933,Semantic Web Programming,John Hebeler,529,,,Wiley India,,1083981,DCSE/19/1,1,1
2934,Beginning PHP6,Boronczyk,529,,,Wiley India,,1083983,DCSE/19/1,1,2
2935,Beginning PHP6,Boronczyk,319,,,Wiley India,,1083982,DCSE/19/1,1,3
2936,Virtual Reality Tech.,Burdea,319,,,Wiley India,,1083984,DCSE/19/1,1,4
2937,Virtual Reality Tech.,Burdea,359,,,Wiley India,,1083985,DCSE/19/1,1,5
2939,Information Technology,Lucas,399,,,Wiley India,,1083987,DCSE/19/1,1,6
2938,Information Technology,Lucas,359,,,Wiley India,,1083986,DCSE/19/1,1,7
2941,Principles of Soft Computing,Sivanandam,299,,,Wiley India,,1083989,DCSE/19/1,1,8
2940,Principles of Soft Computing,Sivanandam,399,,,Wiley India,,1083988,DCSE/19/1,1,9
2943,SPSS Version 13 for Windows,Jcoaks,479,,,Wiley India,,1083991,DCSE/19/1,1,10
2942,SPSS Version 13 for Windows,Jcoaks,299,,,Wiley India,,1083990,DCSE/19/1,1,11
2944,Data Mining for Business Intelligence,Shmueli,479,,,Wiley India,,1083993,DCSE/19/1,1,12
2945,Data Mining for Business Intelligence,Shmueli,399,,,Wiley India,,1083992,DCSE/19/1,1,13
2947,Mastering Data Mining,Berry,359,,,Wiley India,,1083995,DCSE/19/1,1,14
2946,Mastering Data Mining,Berry,399,,,Wiley India,,1083994,DCSE/19/1,1,15
2948,HB of Wireless Networks & Mobile Computing,Menovic,359,,,Wiley India,,1083996,DCSE/19/1,1,16
2951,Programming Lang. Concept.,Ghezzi,379,,,Wiley India,,1083999,DCSE/19/1,1,17
2950,Programming Lang. Concept.,Ghezzi,299,,,Wiley India,,1083998,DCSE/19/1,1,18
2954,Elements of Information Theory,Cover,379,,,Wiley India,,1084003,DCSE/19/1,1,19
2955,Elements of Information Theory,Cover,499,,,Wiley India,,1084002,DCSE/19/1,1,20
2952,Speech Recognition Theory & C++ Implementation,Becchetti,379,,,Wiley India,,1084001,DCSE/19/1,1,21
2953,Speech Recognition Theory & C++ Implementation,Becchetti,379,,,Wiley India,,1084000,DCSE/19/1,1,22
2957,Fundamentals of Digital logic & Mocrocomputer Design,Raffi Quzzaman,319,,,Wiley India,,1084005,DCSE/19/1,1,23
2960,Object Oriented Design & Pattern,Horstman,319,,,Wiley India,,1084008,DCSE/19/1,1,24
2961,Object Oriented Design & Pattern,Horstman,299,,,Wiley India,,1084009,DCSE/19/1,1,25
2962,Component based Technology,Sudha Sadasivam,299,,,Wiley India,,1084011,DCSE/19/1,1,26
2963,Component based Technology,Sudha Sadasivam,279,,,Wiley India,,1084010,DCSE/19/1,1,27
2958,Software Quality Engg.,Jeff Tian,319,,,Wiley India,,1084006,DCSE/19/1,1,28
2959,Software Quality Engg.,Jeff Tian,319,,,Wiley India,,1084007,DCSE/19/1,1,29
2965,Wireless Networking,Nicopolutidis,549,,,Wiley India,,1084013,DCSE/19/1,1,30
